,customerid,lastname,creditscore
8224,15804937,Cambage,702
8225,15804142,Tan,670
8226,15608845,Tao,804
8227,15702434,Hsieh,850
8228,15632609,Burdekin,554
8229,15603550,Longo,588
8230,15755239,Maughan,758
8231,15670528,Franz,787
8232,15732704,Piazza,582
8233,15589019,Morant,633
8234,15677796,Becher,766
8235,15760177,Lombardi,564
8236,15636595,Loton,602
8237,15737275,Conti,649
8238,15672905,Sani,679
8239,15753955,Lori,639
8240,15708504,Wong,790
8241,15592451,Lombardi,565
8242,15790455,Obialo,478
8243,15572174,Mazzi,825
8244,15656330,Von Doussa,528
8245,15569626,Miller,577
8246,15608726,Miracle,663
8247,15637366,Su,505
8248,15778049,Wyatt,633
8249,15727421,Anayolisa,586
8250,15688865,Wade,850
8251,15751032,Enemuo,629
8252,15734737,Bruno,744
8253,15746515,Greece,750
8254,15664311,Yang,637
8255,15708139,Brown,575
8256,15768574,Anderson,671
8257,15738018,Johnston,571
8258,15699753,Zakharov,590
8259,15703199,Golibe,619
8260,15627830,Nikitina,640
8261,15570855,Leonard,670
8262,15772503,Burns,737
8263,15584453,Burtch,555
8264,15710111,Clark,742
8265,15618562,Woodward,618
8266,15706764,Spencer,560
8267,15798737,Chao,654
8268,15712608,Costa,787
8269,15636736,McLachlan,611
8270,15703544,Hung,559
8271,15815645,Akhtar,481
8272,15705739,Toscani,753
8273,15709643,Gray,675
8274,15669805,Warren,748
8275,15737489,Ramsden,610
8276,15775131,Bartlett,580
8277,15765283,Wenz,624
8278,15628715,Kisch,709
8279,15813283,Mai,605
8280,15745716,McGregor,706
8281,15598485,Pinto,567
8282,15696552,Newman,747
8283,15754569,Pagnotto,664
8284,15701741,Williams,711
8285,15572631,Ndubuisi,609
8286,15636069,Plummer,632
8287,15682467,Chimezie,725
8288,15790744,Nash,850
8289,15625023,Onochie,682
8290,15731267,Rizzo,797
8291,15742879,Boni,668
8292,15757015,Davies,783
8293,15770711,Lu,766
8294,15569430,Burrows,704
8295,15617304,Ershova,722
8296,15704466,Udokamma,692
8297,15664681,Aitken,584
8298,15605534,Turnbull,644
8299,15792473,Reilly,598
8300,15802625,Hardy,733
8301,15766017,Brookman,615
8302,15762172,Kerr,850
8303,15728333,McBurney,521
8304,15792868,Mickey,675
8305,15605698,Harrison,746
8306,15777060,Olszewski,770
8307,15626243,Chijioke,618
8308,15719898,Young,556
8309,15599976,Bellasis,749
8310,15752809,De Mestre,702
8311,15589698,De Luca,555
8312,15609977,Mundy,587
8313,15750121,Tung,639
8314,15734177,Donahue,643
8315,15781347,Okagbue,600
8316,15592025,Nnaemeka,651
8317,15670163,Verjus,666
8318,15765402,H?,520
8319,15624343,Napolitani,650
8320,15602354,Ginikanwa,564
8321,15579183,Spaull,586
8322,15584899,Siciliani,617
8323,15723658,Voronina,712
8324,15803965,Tang,654
8325,15682489,Crumbley,605
8326,15813645,Hamilton,491
8327,15766787,Piazza,707
8328,15687171,Birch,638
8329,15690744,Custance,683
8330,15707974,Anayochukwu,815
8331,15673084,Galkin,645
8332,15814772,Adams,645
8333,15743709,Toomey,683
8334,15610343,Marshall-Hall,705
8335,15737414,Shen,647
8336,15788480,Pagnotto,786
8337,15568519,Wood,534
8338,15792453,More,602
8339,15658100,Piccio,695
8340,15695197,Tochukwu,553
8341,15749807,Graham,516
8342,15773876,Tung,655
8343,15591698,P'eng,849
8344,15712813,Nevzorova,520
8345,15763898,Toscani,568
8346,15793324,McKenzie,695
8347,15757759,Okwuoma,807
8348,15796230,Morley,642
8349,15611729,Kerr,703
8350,15709531,Harding,556
8351,15650751,Butler,585
8352,15641413,Crawford,587
8353,15753840,Brown,524
8354,15669994,Greece,556
8355,15695301,Matthews,504
8356,15792004,Heath,731
8357,15603035,Vincent,651
8358,15717286,Sal,675
8359,15577107,Milne,657
8360,15754747,Bazile,686
8361,15705676,Wardle,690
8362,15751912,Lilly,567
8363,15677336,Aitken,557
8364,15684395,Enderby,446
8365,15659949,Chiu,850
8366,15812422,Ugorji,637
8367,15806941,Sharpe,499
8368,15637690,Houghton,622
8369,15632882,Konovalova,684
8370,15807107,Patel,612
8371,15661034,Ngozichukwuka,813
8372,15811958,Medland,850
8373,15785167,Padovano,795
8374,15646720,Tsui,628
8375,15658614,H?,565
8376,15704657,Denman,601
8377,15567147,Ratten,802
8378,15701319,Baxter,614
8379,15745266,Norman,434
8380,15650437,Shen,522
8381,15764314,Reilly,550
8382,15612594,Ifeanacho,599
8383,15593501,Graham,493
8384,15804150,Lysaght,755
8385,15649297,T'ang,605
8386,15641110,Abron,708
8387,15660608,Chimaraoke,699
8388,15806570,Y?an,763
8389,15715345,Sergeyeva,743
8390,15755521,Ma,660
8391,15579074,Obiajulu,619
8392,15641158,Belcher,739
8393,15752507,K?,769
8394,15597983,Brown,692
8395,15586069,Abernathy,560
8396,15655082,Pape,607
8397,15720155,Tao,630
8398,15582116,Ma,767
8399,15749365,Earle,543
8400,15632069,Kazantsev,776
8401,15663134,Uspenskaya,535
8402,15766683,Coombes,549
8403,15707219,Hopman,844
8404,15709232,McKay,586
8405,15801351,Milanesi,583
8406,15578747,Chineze,701
8407,15675626,Dawson,726
8408,15583736,Shih,829
8409,15590011,Hughes,749
8410,15609913,Clark,743
8411,15719479,Chukwuhaenye,619
8412,15575147,Wall,699
8413,15597309,Howell,749
8414,15648367,Lo,600
8415,15758031,Lazarev,760
8416,15751771,Lowe,528
8417,15689288,Folliero,630
8418,15731026,Han,683
8419,15775809,Holloway,677
8420,15743076,Pai,669
8421,15658258,Trejo,693
8422,15756321,Johnston,612
8423,15706799,Macknight,719
8424,15775703,Lo,702
8425,15642636,Glossop,755
8426,15704651,Bishop,514
8427,15806771,Yefremova,753
8428,15566735,Obialo,548
8429,15681671,Nkemjika,850
8430,15775949,Trevisani,612
8431,15586752,Parkes,628
8432,15582519,Seleznyov,479
8433,15658233,Naylor,724
8434,15755330,Forbes,512
8435,15605072,Douglas,638
8436,15617538,Nwankwo,834
8437,15591428,Myers,781
8438,15692142,Rogova,707
8439,15692931,Hsing,670
8440,15781127,Giordano,663
8441,15677136,Okwukwe,624
8442,15677828,Chalmers,598
8443,15567897,Chiazagomekpere,619
8444,15793641,Evseyev,792
8445,15678333,Parry-Okeden,683
8446,15630511,Picot,691
8447,15792627,Reid,765
8448,15717191,Ferri,508
8449,15625716,Genovesi,637
8450,15710053,Neumayer,667
8451,15580043,Murray,575
8452,15601410,Tien,744
8453,15684669,Parkes,567
8454,15619083,Yip,502
8455,15692207,Ingle,609
8456,15730705,Chidubem,715
8457,15749688,Lu,541
8458,15728542,Vorobyova,850
8459,15760063,Chiedozie,595
8460,15658982,Napolitani,650
8461,15758769,Coffey,625
8462,15778481,Chigbogu,817
8463,15661162,Akabueze,526
8464,15568164,Istomin,850
8465,15601569,Ndubueze,598
8466,15772383,Toscani,613
8467,15667456,Ross,709
8468,15672983,Fernando,678
8469,15799534,McClaran,720
8470,15582847,Yermakova,662
8471,15612478,Somadina,525
8472,15709621,Wan,662
8473,15802009,Mazzi,770
8474,15698816,Tuan,721
8475,15574830,Townsley,633
8476,15603082,Yashina,701
8477,15685947,Henderson,556
8478,15643048,Mueller,639
8479,15807568,Wright,632
8480,15597591,Lung,456
8481,15747558,Bryant,729
8482,15756655,Madukaife,632
8483,15589949,Maclean,433
8484,15601012,Abdullah,802
8485,15724269,Yao,670
8486,15567506,Cheatham,738
8487,15791877,Gallagher,706
8488,15794360,Hao,592
8489,15686538,Nixon,522
8490,15585985,Wang,746
8491,15699257,Kerr,651
8492,15804104,Romani,494
8493,15727619,Lock,753
8494,15740237,Millar,671
8495,15801436,K'ung,696
8496,15705735,Onyekachi,577
8497,15649359,Somayina,587
8498,15624892,Dennis,712
8499,15784918,Brown,498
8500,15584785,Ogochukwu,660
8501,15797197,Macleod,678
8502,15574858,Page,530
8503,15794101,Barese,559
8504,15743245,Agafonova,624
8505,15791535,Caraway,592
8506,15605215,Stevenson,767
8507,15771749,Duncan,653
8508,15616833,Wang,678
8509,15750728,Kaur,586
8510,15769353,Jenkins,550
8511,15770091,Edwards,643
8512,15716420,Kelly,612
8513,15740602,Boyle,674
8514,15796071,Loane,657
8515,15811389,Padovano,724
8516,15783875,Li Fonti,500
8517,15671800,Robinson,688
8518,15677288,Geach,599
8519,15633525,Payne,631
8520,15634606,Chinonyelum,634
8521,15579207,Watkins,545
8522,15619892,Page,644
8523,15567778,Genovese,690
8524,15711750,Watson,711
8525,15751084,Mancini,712
8526,15768945,Chibueze,627
8527,15586931,Hunter,694
8528,15636353,Buchi,534
8529,15623858,Charteris,603
8530,15703354,Aksenov,808
8531,15663987,Wright,723
8532,15780805,Lu,585
8533,15768566,K?,706
8534,15643229,Hou,671
8535,15754940,Descoteaux,597
8536,15676576,Stephenson,646
8537,15800068,Cooper,801
8538,15648030,Crump,731
8539,15668594,Diggs,620
8540,15728709,Shih,484
8541,15724181,Hudson,647
8542,15647546,Carvosso,688
8543,15702601,Wyatt,680
8544,15567725,Kodilinyechukwu,689
8545,15674179,Vorobyova,513
8546,15686957,Piccio,553
8547,15607690,Hsing,689
8548,15806546,Lucas,517
8549,15632850,T'ang,731
8550,15709016,North,687
8551,15638068,Thompson,507
8552,15749345,Simpson,468
8553,15791321,Nwora,682
8554,15699095,Chandler,603
8555,15638329,Uspensky,522
8556,15575445,Ferguson,629
8557,15752622,Kerr,729
8558,15774507,Furneaux,574
8559,15570857,Kambinachi,677
8560,15599386,Black,627
8561,15744913,Chizoba,788
8562,15647292,Peng,697
8563,15728838,Leach,578
8564,15584704,Chiazagomekpele,519
8565,15749068,Nickson,632
8566,15622985,Lin,679
8567,15587676,Alexeieva,699
8568,15779496,Sykes,615
8569,15733460,Martin,622
8570,15711457,Herz,755
8571,15795290,Nikitina,767
8572,15611223,Ko,752
8573,15794159,Highett,633
8574,15780677,Jackson,717
8575,15690175,Ball,585
8576,15722599,Nelson,751
8577,15569976,Woronoff,754
8578,15707011,Morrison,495
8579,15702277,Smith,650
8580,15801915,Rendall,529
8581,15580213,McIntyre,585
8582,15637947,Wei,668
8583,15715888,Allardyce,591
8584,15732967,Cremonesi,731
8585,15737047,Weatherford,754
8586,15694039,Jen,650
8587,15649457,Macleod,588
8588,15742809,Mironova,712
8589,15637829,Sharpe,691
8590,15633194,Osborne,771
8591,15611635,Chu,678
8592,15638774,Chong,719
8593,15722037,Alvarez,610
8594,15672930,Palerma,722
8595,15668774,Chiemenam,758
8596,15780966,Pritchard,709
8597,15659694,Wallis,634
8598,15624424,Palerma,678
8599,15708713,Hill,633
8600,15755405,Hudson,710
8601,15647570,Chung,640
8602,15684348,Zhdanova,656
8603,15702541,Fraser,551
8604,15646942,Meng,786
8605,15748920,Cherkasova,561
8606,15694581,Rawlings,807
8607,15643215,Jen,602
8608,15649060,Chien,727
8609,15774258,Gorbunov,678
8610,15731553,Lucas,730
8611,15617029,Young,596
8612,15780716,Colombo,686
8613,15577018,Tsao,684
8614,15809515,Lewis,797
8615,15789924,Hussain,658
8616,15725076,Anderson,653
8617,15672481,Ulyanov,641
8618,15574115,Shaw,656
8619,15661830,Lucciano,750
8620,15665879,Gordon,768
8621,15673820,Woodward,568
8622,15747772,Cunningham,706
8623,15666197,Boni,430
8624,15773639,Truscott,745
8625,15581893,Ginikanwa,747
8626,15672447,Bailey,657
8627,15777830,Hutchinson,639
8628,15713890,Maclean,704
8629,15577598,Chiang,651
8630,15786042,Willmore,706
8631,15753462,Godson,632
8632,15759690,Smith,751
8633,15801414,Bitter,767
8634,15656141,Ts'ao,741
8635,15608701,Chialuka,651
8636,15582892,Scott,601
8637,15632967,Feng,520
8638,15587573,Castiglione,626
8639,15654891,He,811
8640,15611365,Fanucci,730
8641,15749103,Ginikanwa,604
8642,15810203,Manning,499
8643,15813660,Forlonge,754
8644,15605673,Liang,716
8645,15669282,Uchechukwu,636
8646,15792726,Sung,470
8647,15593241,Tochukwu,444
8648,15683053,Reyna,809
8649,15632736,Liang,850
8650,15731865,Unwin,637
8651,15760450,Rutherford,512
8652,15787204,Howe,774
8653,15650454,Tran,641
8654,15573730,Thompson,586
8655,15705050,Linger,611
8656,15791342,Johnston,660
8657,15684316,Udokamma,532
8658,15700540,Barrera,557
8659,15770631,Sutherland,730
8660,15790594,Bednall,535
8661,15604020,Otoole,773
8662,15637599,Cremonesi,510
8663,15736578,Hamilton,539
8664,15666332,Donaldson,690
8665,15727291,McKay,821
8666,15785920,Black,687
8667,15658987,Kane,557
8668,15687719,She,532
8669,15799641,Bruno,540
8670,15758702,Watson,705
8671,15689526,Shih,542
8672,15586848,Rose,706
8673,15707637,Zikoranachukwudimma,765
8674,15719426,Cole,529
8675,15639265,Isaacs,714
8676,15576124,Muravyova,582
8677,15757829,Timperley,609
8678,15633227,Kenechukwu,518
8679,15753092,He,791
8680,15782939,Storey,747
8681,15746338,Onyekachukwu,565
8682,15590676,Kharlamova,735
8683,15599329,Christopher,697
8684,15783097,Lombardo,813
8685,15597885,Kerr,772
8686,15597467,Duncan,606
8687,15724764,Lawley,667
8688,15778418,Burns,637
8689,15684769,Whitson,542
8690,15756167,Doyne,762
8691,15632439,Pinto,698
8692,15755138,Chin,850
8693,15659092,Davide,621
8694,15742116,Torres,671
8695,15801994,Buccho,775
8696,15647572,Greece,504
8697,15644551,Wimble,751
8698,15709135,Pirozzi,691
8699,15684469,Hsiung,841
8700,15627637,Obioma,709
8701,15667093,Onio,673
8702,15690589,Udinesi,541
8703,15595350,Fermin,661
8704,15777586,Moss,784
8705,15804064,Docherty,742
8706,15717770,Marcelo,850
8707,15754443,Fadden,443
8708,15776939,Zox,778
8709,15713517,Otitodilinna,529
8710,15683522,Kennedy,678
8711,15673995,Tu,516
8712,15771054,Barnes,469
8713,15578788,Bibi,786
8714,15737408,L?,703
8715,15750837,Landseer,579
8716,15576022,Nwachinemelu,565
8717,15635502,Ch'iu,443
8718,15627298,Vinogradova,589
8719,15811415,Jenks,691
8720,15645059,Crace,711
8721,15689671,Packham,775
8722,15718667,T'ien,621
8723,15803202,Onyekachi,350
8724,15593683,Solomina,668
8725,15703394,Hawes,633
8726,15570289,Benson,697
8727,15567437,Emenike,734
8728,15711687,Nero,434
8729,15656592,Toscano,646
8730,15634373,Yang,764
8731,15769125,Palerma,727
8732,15711386,Trentini,724
8733,15714241,Haddon,749
8734,15642530,Coates,706
8735,15713599,Castiglione,728
8736,15744770,Stone,636
8737,15780498,Maynard,634
8738,15624397,Moore,627
8739,15615219,Obielumani,518
8740,15570908,Harding,687
8741,15762855,Hill,622
8742,15661827,Brown,693
8743,15746035,Pagnotto,450
8744,15691906,Esposito,664
8745,15793424,Tan,663
8746,15577905,Hammond,660
8747,15667216,Chung,579
8748,15673971,Houghton,655
8749,15701238,Chia,683
8750,15644849,Zikoranachidimma,655
8751,15635531,Boag,575
8752,15632263,Pagnotto,574
8753,15720110,Oluchukwu,795
8754,15619045,Baxter,776
8755,15697510,Tien,707
8756,15784923,Chimezie,705
8757,15567383,Slone,678
8758,15732621,Martin,663
8759,15757981,Loggia,748
8760,15727819,Hartley,677
8761,15738088,Parkin,634
8762,15765173,Lin,350
8763,15665159,Brooks,727
8764,15618203,Tien,773
8765,15791452,Dann,675
8766,15638159,Trentino,649
8767,15585466,Russo,552
8768,15677310,Christie,761
8769,15646262,Ross,622
8770,15656901,Nnonso,615
8771,15621093,Teng,681
8772,15592123,Buccho,768
8773,15589200,Madukaife,617
8774,15602934,Dunn,452
8775,15812720,Hooker,807
8776,15695383,Griffin,567
8777,15723064,Kistler,603
8778,15761606,Law,617
8779,15650322,Grigoryeva,701
8780,15669782,Chu,820
8781,15751628,Onyemachukwu,438
8782,15809057,Lu,600
8783,15617052,Watson,782
8784,15590810,Fallaci,638
8785,15801293,Ni,850
8786,15770968,Leason,741
8787,15572356,Tsai,689
8788,15603247,Bruner,743
8789,15619116,Wallace,493
8790,15691792,Young,416
8791,15783276,Forbes,725
8792,15766137,Muir,497
8793,15574554,Pugh,537
8794,15578671,Webb,706
8795,15716608,Walker,651
8796,15690670,Cox,720
8797,15630466,Maclean,797
8798,15630349,Hollis,543
8799,15803801,Jamieson,454
8800,15647890,Su,691
8801,15606115,P'eng,510
8802,15714642,Hawkins,792
8803,15741181,Ndubuagha,721
8804,15773973,Hill,765
8805,15758546,Norton,850
8806,15598940,Achebe,681
8807,15669783,Simpson,586
8808,15624993,Chiang,753
8809,15760568,Dalrymple,593
8810,15699047,Chukwuemeka,674
8811,15616168,Ojiofor,610
8812,15773146,Rubeo,652
8813,15770375,Fanucci,850
8814,15589725,Zubarev,740
8815,15710034,T'ao,637
8816,15800806,Pai,685
8817,15570485,Udegbunam,558
8818,15575391,Claypool,677
8819,15790750,Manfrin,592
8820,15714832,Baker,652
8821,15619953,Efremov,662
8822,15673929,Chin,543
8823,15578835,Brookes,675
8824,15752388,Doyle,643
8825,15797081,Ajuluchukwu,611
8826,15570194,Ikemefuna,412
8827,15580149,Fowler,638
8828,15777708,Liao,824
8829,15769955,Onuora,683
8830,15810444,Aksenov,562
8831,15645593,Trevisani,599
8832,15765345,Wood,753
8833,15760873,Lombardo,594
8834,15794178,Walpole,657
8835,15589361,Chikwendu,716
8836,15662483,Ko,850
8837,15809736,Steigrad,664
8838,15731148,Isayeva,558
8839,15774328,Boni,606
8840,15646969,Anayolisa,776
8841,15718769,Fallaci,557
8842,15610226,Fenton,614
8843,15616270,Chao,620
8844,15790717,Osinachi,695
8845,15635703,Chu,729
8846,15616365,Obiuto,571
8847,15630244,Chu,457
8848,15734714,Nash,559
8849,15721433,Hixson,664
8850,15590201,Fiorentini,500
8851,15590828,Chidimma,782
8852,15752097,Chiazagomekpere,708
8853,15800031,Laura,681
8854,15630857,Wu,674
8855,15689953,Toscani,697
8856,15759733,McMillan,774
8857,15810826,Chiekwugo,624
8858,15668009,Hendley,747
8859,15743456,Birnie,715
8860,15725762,Kemp,808
8861,15761713,Johnstone,678
8862,15769246,Lo Duca,813
8863,15781129,Montgomery,687
8864,15599124,Miller,832
8865,15639004,Chiemezie,668
8866,15810995,Wright,526
8867,15653773,Shaw,457
8868,15708357,Chapman,649
8869,15733597,Y?an,669
8870,15789560,Clark,668
8871,15699524,Howells,466
8872,15626475,Gamble,685
8873,15810839,Rogers,610
8874,15684318,McMillan,582
8875,15768120,Brown,702
8876,15712807,Robertson,556
8877,15696371,Thomas,812
8878,15675794,Hsing,645
8879,15774277,Chiu,809
8880,15603764,Chang,560
8881,15618647,Kornilova,744
8882,15614643,Chifo,731
8883,15707696,Lu,471
8884,15749583,Bellucci,686
8885,15815125,Michael,668
8886,15779620,Sinclair,575
8887,15768233,Chukwuebuka,435
8888,15637788,Schmidt,743
8889,15777046,Parry,580
8890,15788723,McIntyre,599
8891,15790489,Lo Duca,534
8892,15739476,Ferrari,680
8893,15612670,Berry,631
8894,15631222,Cattaneo,485
8895,15658972,Foster,699
8896,15724691,Gordon,712
8897,15740442,May,603
8898,15760427,Cameron,850
8899,15677939,Ch'eng,584
8900,15611599,Curtis,604
8901,15633474,Whitehead,586
8902,15671973,Chukwuemeka,467
8903,15790019,Onwughara,520
8904,15737735,Grant,683
8905,15661745,Browne,557
8906,15797065,Goloubev,613
8907,15710671,Gordon,786
8908,15656522,Sutherland,593
8909,15705085,Quesada,670
8910,15744873,Wright,657
8911,15781914,Simmons,718
8912,15637354,Yobachukwu,623
8913,15717307,Read,496
8914,15746695,Wunder,429
8915,15804962,Nnaife,606
8916,15665378,Shen,499
8917,15757865,Powell,642
8918,15578787,Goddard,641
8919,15794323,Buckley,673
8920,15697546,McIntyre,570
8921,15629519,Yen,472
8922,15624703,Okonkwo,550
8923,15570002,Burlingame,625
8924,15808566,Hs?,516
8925,15805463,Board,682
8926,15709136,Adams,620
8927,15801605,Rizzo,626
8928,15567855,Chukwufumnanya,623
8929,15675141,Fraser,569
8930,15665759,Russell,724
8931,15761487,Yefimova,678
8932,15700394,Palermo,713
8933,15631162,Bergamaschi,631
8934,15630641,Shao,846
8935,15585066,Chimaraoke,660
8936,15722991,McGregor,567
8937,15737404,Kesteven,731
8938,15722409,Ritchie,693
8939,15806420,Jenks,772
8940,15658148,Udokamma,657
8941,15810660,Boyle,774
8942,15709780,Azuka,667
8943,15727350,Pai,516
8944,15752312,Howells,551
8945,15616745,Hs?,542
8946,15572294,Kelly,623
8947,15674110,Walton,701
8948,15662501,Ebelechukwu,583
8949,15649239,Vasilieva,731
8950,15700424,Hsiao,461
8951,15636388,Abrego,702
8952,15713975,Gibson,565
8953,15592925,Giordano,711
8954,15581626,Mancini,664
8955,15641319,Afanasyeva,518
8956,15723481,Wright,728
8957,15787825,Okwudiliolisa,585
8958,15710726,Hughes,573
8959,15627195,Parrott,568
8960,15657957,Hughes,602
8961,15676117,Zinachukwudi,603
8962,15607874,Keane,687
8963,15796993,McCollum,741
8964,15649858,Simpson,469
8965,15811032,Gambrell,477
8966,15679963,Moretti,737
8967,15579131,Ricci,835
8968,15572428,Rieke,717
8969,15622461,Ndubuagha,562
8970,15636105,Chung,758
8971,15583849,Ts'ai,408
8972,15718780,Cox,650
8973,15739271,Lei,582
8974,15697129,Ulyanova,706
8975,15763415,Gray,567
8976,15796617,McGregor,720
8977,15626628,Tretiakova,631
8978,15765857,Genovesi,623
8979,15742511,Gordon,514
8980,15786433,Aitken,650
8981,15685805,Ginikanwa,673
8982,15627971,Coates,504
8983,15783025,Piazza,723
8984,15726289,Cawood,645
8985,15802118,Ignatieff,664
8986,15607990,Gallo,760
8987,15695932,Yelverton,766
8988,15812279,William,634
8989,15687558,Mault,640
8990,15729065,Mackay,784
8991,15698902,McIntyre,547
8992,15570192,Henry,608
8993,15809265,Kao,547
8994,15745201,Frewin,612
8995,15580623,Yefremova,573
8996,15578156,Anenechukwu,615
8997,15631063,Trentino,710
8998,15692577,Tomlinson,674
8999,15810910,Royston,702
9000,15723217,Cremonesi,616
9001,15733111,Yeh,688
9002,15610727,Ch'in,605
9003,15792720,Martinez,676
9004,15723153,Wearing,708
9005,15802823,Maclean,745
9006,15756118,T'ao,661
9007,15684934,Rose,726
9008,15776936,Whitworth,475
9009,15729087,Suttor,751
9010,15786463,Hsing,645
9011,15717498,Boni,775
9012,15718406,Marshall,540
9013,15799468,Catchpole,591
9014,15626383,Tang,596
9015,15597385,Siddons,573
9016,15570271,Wan,577
9017,15690330,Efimov,830
9018,15680611,Rose,663
9019,15810227,Fanucci,421
9020,15807194,Iweobiegbulam,718
9021,15712199,Ijendu,655
9022,15694995,O'Sullivan,712
9023,15723400,Hutchinson,663
9024,15654772,Kwemto,640
9025,15574743,Chiu,577
9026,15807593,Berry,546
9027,15686718,Hung,802
9028,15695299,Mordvinova,590
9029,15722701,Bruno,594
9030,15799635,Arbour,577
9031,15742323,Barese,541
9032,15658435,Hingston,781
9033,15586029,Davis,806
9034,15772337,Lawrence,723
9035,15807555,Chung,535
9036,15603378,Padovano,768
9037,15792862,Blinova,653
9038,15657349,Carter,803
9039,15777614,Webb,545
9040,15653952,T'an,581
9041,15724336,Yates,513
9042,15689594,Su,731
9043,15801920,Christian,727
9044,15653347,Chiu,560
9045,15749951,Sacco,766
9046,15648178,Lettiere,630
9047,15738662,Daluchi,652
9048,15640855,T'ien,729
9049,15584288,Hung,629
9050,15760988,Liu,667
9051,15569624,Feng,671
9052,15597949,Gilbert,768
9053,15604551,Robb,732
9054,15617476,Manfrin,546
9055,15645323,Chinwenma,630
9056,15793311,Smith,765
9057,15764153,Rowe,704
9058,15802560,Moran,470
9059,15728608,Walker,688
9060,15770474,Myers,685
9061,15724444,Wall,567
9062,15753110,McKay,720
9063,15711521,Egobudike,609
9064,15632816,Williams,521
9065,15693637,Ochoa,556
9066,15725509,Otutodilinna,662
9067,15684645,Ajuluchukwu,704
9068,15692235,Bellucci,750
9069,15777459,Gordon,619
9070,15656937,Johnston,468
9071,15610643,De Luca,435
9072,15777315,Hill,529
9073,15611058,Eluemuno,702
9074,15630413,Howarth,608
9075,15635942,Thomson,576
9076,15648858,King,666
9077,15810732,Grant,730
9078,15705448,Gilbert,647
9079,15730488,Richmond,516
9080,15620443,Fiorentino,711
9081,15741078,Greece,736
9082,15753161,Dickson,768
9083,15711396,Henderson,427
9084,15593499,Stevens,686
9085,15579189,Mitchell,690
9086,15743545,Nworie,647
9087,15791316,Boni,714
9088,15608246,Wentcher,736
9089,15676526,Bentley,608
9090,15813911,Hayes-Williams,809
9091,15630195,Johnstone,745
9092,15736250,Johnstone,781
9093,15671334,Nixon,527
9094,15574169,Trevisano,595
9095,15718839,Tsui,850
9096,15762331,Moss,569
9097,15606901,Graham,728
9098,15713559,Onyemauchechukwu,473
9099,15768881,Saunders,738
9100,15743075,Ko,659
9101,15660980,Cairns,597
9102,15810942,Chiemela,445
9103,15728362,Robertson,671
9104,15683339,P'eng,656
9105,15685476,Tseng,658
9106,15663650,Russell,698
9107,15617434,Yen,655
9108,15622470,Yeh,772
9109,15703682,Kalinina,681
9110,15727391,Collier,688
9111,15711062,Thomas,633
9112,15567339,Shaw,735
9113,15760662,Francis,521
9114,15605737,George,541
9115,15692977,Ikenna,612
9116,15672082,Schatz,562
9117,15600280,Tao,703
9118,15804052,Scott,710
9119,15576065,Sims,731
9120,15796838,Chibugo,703
9121,15693526,Ku,618
9122,15748595,Stanton,689
9123,15679029,Kung,718
9124,15753639,Gibson,608
9125,15604138,Iheanacho,749
9126,15666095,Costa,753
9127,15643487,Sal,630
9128,15764033,Lin,693
9129,15747288,Ferri,838
9130,15790599,Yin,756
9131,15737705,Avdeyeva,775
9132,15737194,Tu,635
9133,15726776,Donnelly,705
9134,15804357,Loggia,481
9135,15664432,Chao,727
9136,15688984,Belonwu,595
9137,15583026,Welch,535
9138,15771668,Henderson,578
9139,15779904,Yobanna,597
9140,15784323,Gallo,449
9141,15756277,Wilson,850
9142,15663312,Marino,494
9143,15793197,Bailey,676
9144,15731463,Gboliwe,818
9145,15621768,Chukwuhaenye,712
9146,15691323,Bianchi,672
9147,15781326,Ford,636
9148,15595640,Rizzo,698
9149,15814331,Lung,597
9150,15602030,Ramirez,717
9151,15747974,Sabbatini,614
9152,15611315,Ts'ao,708
9153,15636977,Trevisan,507
9154,15690337,Chinwenma,581
9155,15680666,Berry,579
9156,15679551,Colombo,504
9157,15778915,Harris,737
9158,15568849,Bryan,540
9159,15747762,Chigozie,609
9160,15753679,Mullawirraburka,778
9161,15750049,Steele,621
9162,15606097,Zakharov,665
9163,15802368,Ch'eng,608
9164,15767488,Berry,680
9165,15669946,Jen,663
9166,15612103,Wang,627
9167,15645353,Chubb,607
9168,15650018,Chen,681
9169,15659002,Mazzanti,766
9170,15616028,T'ao,694
9171,15660475,Ndubueze,411
9172,15652615,Ferri,742
9173,15653572,Thornton,673
9174,15628059,DeRose,529
9175,15703413,Montes,519
9176,15610433,Kwemto,573
9177,15770548,Lucchese,453
9178,15645637,Huggins,798
9179,15590888,Wade,693
9180,15568326,Kenenna,637
9181,15655368,Wheeler,672
9182,15665579,Cartwright,597
9183,15676091,Iloerika,543
9184,15716984,Palermo,695
9185,15715078,Nkemakolam,584
9186,15569452,Butler,652
9187,15628863,Calabresi,601
9188,15778192,Nkemdilim,628
9189,15793723,Ch'iu,607
9190,15798943,Alexander,646
9191,15764708,Chiabuotu,572
9192,15791040,Vasilyeva,801
9193,15631512,Schneider,597
9194,15640106,Mason,613
9195,15710315,Chukwukadibia,529
9196,15771535,Tsui,794
9197,15611947,Banks,557
9198,15670266,Shih,499
9199,15609083,Tretiakova,544
9200,15567923,Barese,739
9201,15788183,Longo,458
9202,15735782,MacDonald,528
9203,15774401,Chambers,773
9204,15737971,Cowen,646
9205,15758750,Iweobiegbunam,564
9206,15611767,Mai,624
9207,15643770,Yu,682
